LoanId,MonthEndDate,LoanStatusType,DefermentType,MonthlyPaymentAmount,NextDueDate,CurrentPaymentDueAmount,PastPaymentDueAmount
119256,2/28/22,REPAY     ,NULL,622.92,2/4/22,622.92,622.92
119256,3/31/22,REPAY     ,NULL,622.92,2/4/22,622.92,1245.84
119256,4/30/22,REPAY     ,NULL,622.92,2/4/22,622.92,1868.76
119257,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119257,10/31/20,DEFER     ,INTERIM,0,2/4/21,0,0
119257,11/30/20,DEFER     ,INTERIM,0,2/4/21,0,0
119257,12/31/20,DEFER     ,INTERIM,0,2/4/21,0,0
119257,1/31/21,REPAY     ,NULL,622.92,2/4/21,622.92,0
119257,2/28/21,REPAY     ,NULL,622.92,2/4/21,622.92,622.92
119257,3/31/21,REPAY     ,NULL,622.92,2/4/21,622.92,1245.84
119257,4/30/21,REPAY     ,NULL,622.92,2/4/21,622.92,1868.76
119257,5/31/21,REPAY     ,NULL,622.92,2/4/21,622.92,2491.68
119257,6/30/21,REPAY     ,NULL,622.92,2/4/21,622.92,3114.6
119257,7/31/21,REPAY     ,NULL,622.92,2/4/21,0,10431.25
119257,8/31/21,DEFAULT   ,NULL,622.92,2/4/21,0,10431.25
119257,9/30/21,DEFAULT   ,NULL,622.92,2/4/21,0,10431.25
119257,10/31/21,DEFAULT   ,NULL,622.92,2/4/21,0,10431.25
119257,11/30/21,DEFAULT   ,NULL,622.92,2/4/21,0,10431.25
119257,12/31/21,DEFAULT   ,NULL,622.92,2/4/21,0,10431.25
119257,1/31/22,DEFAULT   ,NULL,2981.21,2/4/21,0,10431.25
119257,2/28/22,DEFAULT   ,NULL,2981.21,2/4/21,0,10431.25
119257,3/31/22,DEFAULT   ,NULL,2981.21,2/4/21,0,10431.25
119257,4/30/22,DEFAULT   ,NULL,2981.21,2/4/21,0,10431.25
119258,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119258,10/31/20,DEFER     ,INTERIM,0,3/4/22,0,0
119258,11/30/20,DEFER     ,INTERIM,0,3/4/22,0,0
119258,12/31/20,DEFER     ,INTERIM,0,3/4/22,0,0
119258,1/31/21,DEFER     ,INTERIM,0,3/4/22,0,0
119258,2/28/21,DEFER     ,INTERIM,0,3/4/22,0,0
119258,3/31/21,DEFER     ,INTERIM,0,3/4/22,0,0
119258,4/30/21,DEFER     ,INTERIM,0,3/4/22,0,0
119258,5/31/21,DEFER     ,INTERIM,0,3/4/22,0,0
119258,6/30/21,DEFER     ,INTERIM,0,3/4/22,0,0
119258,7/31/21,DEFER     ,INTERIM,0,3/4/22,0,0
119258,8/31/21,DEFER     ,INTERIM,0,3/4/22,0,0
119258,9/30/21,DEFER     ,INTERIM,0,3/4/22,0,0
119258,10/31/21,DEFER     ,INTERIM,0,3/4/22,0,0
119258,11/30/21,DEFER     ,INTERIM,0,3/4/22,0,0
119258,12/31/21,DEFER     ,INTERIM,0,3/4/22,0,0
119258,1/31/22,REPAY     ,NULL,0,3/4/22,0,0
119258,2/28/22,REPAY     ,NULL,622.92,3/4/22,622.92,0
119258,3/31/22,REPAY     ,NULL,622.92,3/4/22,622.92,622.92
119258,4/30/22,REPAY     ,NULL,622.92,3/4/22,622.92,1245.84
119259,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119259,10/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119259,11/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119259,12/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119259,1/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119259,2/28/21,DEFER     ,INTERIM,0,12/4/21,0,0
119259,3/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119259,4/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119259,5/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119259,6/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119259,7/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119259,8/31/21,REPAY     ,NULL,622.92,10/4/21,622.92,0
119259,9/30/21,REPAY     ,NULL,622.92,10/4/21,622.92,0
119259,10/31/21,REPAY     ,NULL,622.92,10/4/21,622.92,622.92
119259,11/30/21,REPAY     ,NULL,622.92,10/4/21,622.92,1245.84
119259,12/31/21,REPAY     ,NULL,622.92,10/4/21,622.92,1868.76
119259,1/31/22,REPAY     ,NULL,622.92,10/4/21,622.92,2491.68
119259,2/28/22,REPAY     ,NULL,622.92,10/4/21,622.92,3114.6
119259,3/31/22,REPAY     ,NULL,622.92,10/4/21,0,41800
119259,4/30/22,DEFAULT   ,NULL,622.92,10/4/21,0,41800
119260,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119260,10/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119260,11/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119260,12/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119260,1/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119260,2/28/21,DEFER     ,INTERIM,0,12/4/21,0,0
119260,3/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119260,4/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119260,5/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119260,6/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119260,7/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119260,8/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119260,9/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119260,10/31/21,REPAY     ,NULL,0,12/4/21,0,0
119260,11/30/21,DEFER     ,MININCOME,622.92,12/4/22,0,0
119260,12/31/21,DEFER     ,MININCOME,622.92,12/4/22,0,0
119260,1/31/22,DEFER     ,MININCOME,622.92,12/4/22,0,0
119260,2/28/22,DEFER     ,MININCOME,622.92,12/4/22,0,0
119260,3/31/22,DEFER     ,MININCOME,622.92,12/4/22,0,0
119260,4/30/22,DEFER     ,MININCOME,622.92,12/4/22,0,0
119261,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119261,10/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119261,11/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119261,12/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119261,1/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119261,2/28/21,DEFER     ,INTERIM,0,12/4/21,0,0
119261,3/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119261,4/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119261,5/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119261,6/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119261,7/31/21,DEFER     ,INTERIM,0,11/4/21,0,0
119261,8/31/21,DEFER     ,INTERIM,0,11/4/21,0,0
119261,9/30/21,DEFER     ,INTERIM,0,11/4/21,0,0
119261,10/31/21,REPAY     ,NULL,622.92,11/4/21,622.92,0
119261,11/30/21,REPAY     ,NULL,622.92,11/4/21,622.92,622.92
119261,12/31/21,REPAY     ,NULL,622.92,11/4/21,622.92,1245.84
119261,1/31/22,REPAY     ,NULL,622.92,11/4/21,622.92,1868.76
119261,2/28/22,REPAY     ,NULL,622.92,11/4/21,622.92,2491.68
119261,3/31/22,REPAY     ,NULL,622.92,11/4/21,622.92,3114.6
119261,4/30/22,REPAY     ,NULL,622.92,11/4/21,0,41800
119262,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119262,10/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119262,11/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119262,12/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119262,1/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119262,2/28/21,DEFER     ,INTERIM,0,12/4/21,0,0
119262,3/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119262,4/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119262,5/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119262,6/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119262,7/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119262,8/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119262,9/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119262,10/31/21,REPAY     ,NULL,0,12/4/21,0,0
119262,11/30/21,REPAY     ,NULL,622.92,12/4/21,622.92,0
119262,12/31/21,REPAY     ,NULL,622.92,12/4/21,622.92,622.92
119262,1/31/22,REPAY     ,NULL,622.92,12/4/21,622.92,1245.84
119262,2/28/22,REPAY     ,NULL,622.92,12/4/21,622.92,1868.76
119262,3/31/22,REPAY     ,NULL,622.92,12/4/21,622.92,2491.68
119262,4/30/22,REPAY     ,NULL,622.92,12/4/21,622.92,3114.6
119263,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119263,10/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119263,11/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119263,12/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119263,1/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119263,2/28/21,DEFER     ,INTERIM,0,12/4/21,0,0
119263,3/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119263,4/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119263,5/31/21,DEFER     ,INTERIM,0,9/4/21,0,0
119263,6/30/21,DEFER     ,INTERIM,0,9/4/21,0,0
119263,7/31/21,REPAY     ,NULL,622.92,9/4/21,622.92,0
119263,8/31/21,REPAY     ,NULL,622.92,9/4/21,622.92,0
119263,9/30/21,REPAY     ,NULL,622.92,9/4/21,622.92,622.92
119263,10/31/21,REPAY     ,NULL,622.92,9/4/21,622.92,1245.84
119263,11/30/21,REPAY     ,NULL,622.92,9/4/21,622.92,1868.76
119263,12/31/21,REPAY     ,NULL,622.92,9/4/21,622.92,2491.68
119263,1/31/22,REPAY     ,NULL,622.92,9/4/21,622.92,3114.6
119263,2/28/22,REPAY     ,NULL,622.92,9/4/21,0,41800
119263,3/31/22,REPAY     ,NULL,622.92,10/4/21,0,41775
119263,4/30/22,REPAY     ,NULL,622.92,11/4/21,0,41750
119264,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119264,10/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119264,11/30/20,DEFER     ,INTERIM,0,4/4/21,0,0
119264,12/31/20,DEFER     ,INTERIM,0,4/4/21,0,0
119264,1/31/21,DEFER     ,INTERIM,0,4/4/21,0,0
119264,2/28/21,DEFER     ,MININCOME,0,4/4/22,0,0
119264,3/31/21,DEFER     ,MININCOME,0,4/4/22,0,0
119264,4/30/21,DEFER     ,MININCOME,0,4/4/22,0,0
119264,5/31/21,DEFER     ,MININCOME,0,4/4/22,0,0
119264,6/30/21,DEFER     ,MININCOME,0,4/4/22,0,0
119264,7/31/21,DEFER     ,MININCOME,0,4/4/22,0,0
119264,8/31/21,DEFER     ,MININCOME,0,4/4/22,0,0
119264,9/30/21,DEFER     ,MININCOME,0,4/4/22,0,0
119264,10/31/21,DEFER     ,MININCOME,0,4/4/22,0,0
119264,11/30/21,DEFER     ,MININCOME,0,4/4/22,0,0
119264,12/31/21,DEFER     ,MININCOME,0,4/4/22,0,0
119264,1/31/22,DEFER     ,MININCOME,0,4/4/22,0,0
119264,2/28/22,REPAY     ,NULL,0,4/4/22,0,0
119264,3/31/22,REPAY     ,NULL,622.92,4/4/22,622.92,0
119264,4/30/22,REPAY     ,NULL,622.92,4/4/22,622.92,622.92
119265,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119265,10/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119265,11/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119265,12/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119265,1/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119265,2/28/21,DEFER     ,INTERIM,0,3/4/22,0,0
119265,3/31/21,DEFER     ,INTERIM,0,3/4/22,0,0
119265,4/30/21,DEFER     ,INTERIM,0,3/4/22,0,0
119265,5/31/21,DEFER     ,INTERIM,0,3/4/22,0,0
119265,6/30/21,DEFER     ,INTERIM,0,3/4/22,0,0
119265,7/31/21,DEFER     ,INTERIM,0,3/4/22,0,0
119265,8/31/21,DEFER     ,INTERIM,0,3/4/22,0,0
119265,9/30/21,DEFER     ,INTERIM,0,3/4/22,0,0
119265,10/31/21,DEFER     ,INTERIM,0,3/4/22,0,0
119265,11/30/21,DEFER     ,INTERIM,0,3/4/22,0,0
119265,12/31/21,DEFER     ,INTERIM,0,3/4/22,0,0
119265,1/31/22,REPAY     ,NULL,0,3/4/22,0,0
119265,2/28/22,REPAY     ,NULL,622.92,3/4/22,622.92,0
119265,3/31/22,REPAY     ,NULL,622.92,3/4/22,622.92,622.92
119265,4/30/22,REPAY     ,NULL,622.92,3/4/22,622.92,1245.84
119266,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119266,10/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119266,11/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119266,12/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119266,1/31/21,REPAY     ,NULL,622.92,3/4/21,622.92,0
119266,2/28/21,REPAY     ,NULL,622.92,3/4/21,622.92,0
119266,3/31/21,REPAY     ,NULL,622.92,3/4/21,622.92,622.92
119266,4/30/21,REPAY     ,NULL,622.92,3/4/21,622.92,1245.84
119266,5/31/21,REPAY     ,NULL,622.92,3/4/21,622.92,1868.76
119266,6/30/21,REPAY     ,NULL,622.92,3/4/21,622.92,2491.68
119266,7/31/21,REPAY     ,NULL,622.92,3/4/21,622.92,3114.6
119266,8/31/21,REPAY     ,NULL,622.92,3/4/21,0,10431.25
119266,9/30/21,DEFAULT   ,NULL,622.92,3/4/21,0,10431.25
119266,10/31/21,DEFAULT   ,NULL,622.92,3/4/21,0,10431.25
119266,11/30/21,DEFAULT   ,NULL,622.92,3/4/21,0,10431.25
119266,12/31/21,DEFAULT   ,NULL,622.92,3/4/21,0,10431.25
119266,1/31/22,DEFAULT   ,NULL,622.92,3/4/21,0,10431.25
119266,2/28/22,DEFAULT   ,NULL,2981.21,3/4/21,0,10431.25
119266,3/31/22,DEFAULT   ,NULL,2981.21,3/4/21,0,10431.25
119266,4/30/22,DEFAULT   ,NULL,2981.21,3/4/21,0,10431.25
119267,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119267,10/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119267,11/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119267,12/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119267,1/31/21,REPAY     ,NULL,0,3/4/21,0,0
119267,2/28/21,REPAY     ,NULL,622.92,3/4/21,622.92,0
119267,3/31/21,REPAY     ,NULL,622.92,3/4/21,622.92,622.92
119267,4/30/21,REPAY     ,NULL,622.92,3/4/21,622.92,1245.84
119267,5/31/21,REPAY     ,NULL,622.92,3/4/21,622.92,1868.76
119267,6/30/21,REPAY     ,NULL,622.92,3/4/21,622.92,2491.68
119267,7/31/21,REPAY     ,NULL,622.92,3/4/21,622.92,3114.6
119267,8/31/21,REPAY     ,NULL,622.92,3/4/21,0,10431.25
119267,9/30/21,DEFAULT   ,NULL,622.92,3/4/21,0,10431.25
119267,10/31/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119267,11/30/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119267,12/31/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119267,1/31/22,DEFER     ,MININCOME,622.92,3/4/22,0,0
119267,2/28/22,REPAY     ,NULL,622.92,3/4/22,622.92,0
119267,3/31/22,REPAY     ,NULL,622.92,3/4/22,622.92,622.92
119267,4/30/22,REPAY     ,NULL,622.92,3/4/22,622.92,1245.84
119268,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119268,10/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119268,11/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119268,12/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119268,1/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119268,2/28/21,DEFER     ,INTERIM,0,12/4/21,0,0
119268,3/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119268,4/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119268,5/31/21,DEFER     ,INTERIM,0,9/4/21,0,0
119268,6/30/21,DEFER     ,INTERIM,0,9/4/21,0,0
119268,7/31/21,REPAY     ,NULL,622.92,9/4/21,622.92,0
119268,8/31/21,REPAY     ,NULL,622.92,9/4/21,622.92,0
119268,9/30/21,REPAY     ,NULL,622.92,9/4/21,622.92,622.92
119268,10/31/21,REPAY     ,NULL,622.92,9/4/21,622.92,1245.84
119268,11/30/21,REPAY     ,NULL,622.92,9/4/21,622.92,1868.76
119268,12/31/21,REPAY     ,NULL,622.92,9/4/21,622.92,2491.68
119268,1/31/22,REPAY     ,NULL,622.92,9/4/21,622.92,3114.6
119268,2/28/22,REPAY     ,NULL,622.92,9/4/21,0,33050
119268,3/31/22,DEFAULT   ,NULL,622.92,9/4/21,0,33050
119268,4/30/22,DEFAULT   ,NULL,622.92,9/4/21,0,33050
119269,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119269,10/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119269,11/30/20,DEFER     ,INTERIM,0,3/4/21,0,0
119269,12/31/20,DEFER     ,INTERIM,0,3/4/21,0,0
119269,1/31/21,REPAY     ,NULL,0,3/4/21,0,0
119269,2/28/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119269,3/31/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119269,4/30/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119269,5/31/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119269,6/30/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119269,7/31/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119269,8/31/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119269,9/30/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119269,10/31/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119269,11/30/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119269,12/31/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119269,1/31/22,REPAY     ,NULL,622.92,3/4/22,622.92,0
119269,2/28/22,REPAY     ,NULL,622.92,3/4/22,622.92,0
119269,3/31/22,REPAY     ,NULL,622.92,3/4/22,622.92,622.92
119269,4/30/22,DEFER     ,MININCOME,622.92,3/4/23,0,0
119270,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119270,10/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119270,11/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119270,12/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119270,1/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119270,2/28/21,DEFER     ,INTERIM,0,12/4/21,0,0
119270,3/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119270,4/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119270,5/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119270,6/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119270,7/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119270,8/31/21,REPAY     ,NULL,622.92,10/4/21,622.92,0
119270,9/30/21,REPAY     ,NULL,622.92,10/4/21,622.92,0
119270,10/31/21,REPAY     ,NULL,622.92,10/4/21,622.92,622.92
119270,11/30/21,REPAY     ,NULL,587.78,10/4/21,587.78,1245.84
119270,12/31/21,REPAY     ,NULL,587.78,11/4/21,587.78,833.62
119270,1/31/22,REPAY     ,NULL,587.78,1/4/22,587.78,421.4
119270,2/28/22,REPAY     ,NULL,587.78,3/4/22,587.78,0
119270,3/31/22,REPAY     ,NULL,587.78,4/4/22,587.78,0
119270,4/30/22,REPAY     ,NULL,587.78,5/4/22,587.78,0
119271,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119271,10/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119271,11/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119271,12/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119271,1/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119271,2/28/21,DEFER     ,INTERIM,0,12/4/21,0,0
119271,3/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119271,4/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119271,5/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119271,6/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119271,7/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119271,8/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119271,9/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119271,10/31/21,REPAY     ,NULL,0,12/4/21,0,0
119271,11/30/21,REPAY     ,NULL,622.92,12/4/21,622.92,0
119271,12/31/21,REPAY     ,NULL,622.92,12/4/21,622.92,622.92
119271,1/31/22,DEFER     ,MININCOME,622.92,12/4/22,0,0
119271,2/28/22,DEFER     ,MININCOME,622.92,12/4/22,0,0
119271,3/31/22,DEFER     ,MININCOME,622.92,12/4/22,0,0
119271,4/30/22,DEFER     ,MININCOME,622.92,12/4/22,0,0
119272,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119272,10/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119272,11/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119272,12/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119272,1/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119272,2/28/21,DEFER     ,INTERIM,0,12/4/21,0,0
119272,3/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119272,4/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119272,5/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119272,6/30/21,DEFER     ,INTERIM,0,12/4/21,0,0
119272,7/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119272,8/31/21,REPAY     ,NULL,622.92,10/4/21,622.92,0
119272,9/30/21,DEFER     ,MININCOME,622.92,10/4/22,0,0
119272,10/31/21,DEFER     ,MININCOME,622.92,10/4/22,0,0
119272,11/30/21,DEFER     ,MININCOME,622.92,10/4/22,0,0
119272,12/31/21,DEFER     ,MININCOME,622.92,10/4/22,0,0
119272,1/31/22,DEFER     ,MININCOME,622.92,10/4/22,0,0
119272,2/28/22,DEFER     ,MININCOME,622.92,10/4/22,0,0
119272,3/31/22,DEFER     ,MININCOME,622.92,10/4/22,0,0
119272,4/30/22,DEFER     ,MININCOME,622.92,10/4/22,0,0
119273,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119273,10/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119273,11/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119273,12/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119273,1/31/21,DEFER     ,INTERIM,0,5/4/21,0,0
119273,2/28/21,DEFER     ,INTERIM,0,5/4/21,0,0
119273,3/31/21,DEFER     ,INTERIM,123.51,5/4/21,0,0
119273,4/30/21,DEFER     ,MININCOME,123.51,5/4/22,0,0
119273,5/31/21,DEFER     ,MININCOME,123.51,5/4/22,0,0
119273,6/30/21,DEFER     ,MININCOME,123.51,5/4/22,0,0
119273,7/31/21,DEFER     ,MININCOME,123.51,5/4/22,0,0
119273,8/31/21,DEFER     ,MININCOME,123.51,5/4/22,0,0
119273,9/30/21,DEFER     ,MININCOME,123.51,5/4/22,0,0
119273,10/31/21,DEFER     ,MININCOME,123.51,5/4/22,0,0
119273,11/30/21,DEFER     ,MININCOME,123.51,5/4/22,0,0
119273,12/31/21,DEFER     ,MININCOME,123.51,5/4/22,0,0
119273,1/31/22,DEFER     ,MININCOME,123.51,5/4/22,0,0
119273,2/28/22,DEFER     ,MININCOME,123.51,5/4/22,0,0
119273,3/31/22,DEFER     ,MININCOME,123.51,5/4/22,0,0
119273,4/30/22,REPAY     ,NULL,123.51,5/4/22,123.51,0
119274,9/30/20,DEFER     ,INTERIM,0,1/4/21,0,0
119274,10/31/20,DEFER     ,INTERIM,0,1/4/21,0,0
119274,11/30/20,DEFER     ,INTERIM,0,1/4/21,0,0
119274,12/31/20,REPAY     ,NULL,780,1/16/21,780,0
119274,1/31/21,REPAY     ,NULL,780,2/16/21,780,0
119274,2/28/21,REPAY     ,NULL,780,3/16/21,780,0
119274,3/31/21,REPAY     ,NULL,780,4/16/21,780,0
119274,4/30/21,REPAY     ,NULL,780,5/16/21,780,0
119274,5/31/21,REPAY     ,NULL,780,6/16/21,780,0
119274,6/30/21,REPAY     ,NULL,780,7/16/21,780,0
119274,7/31/21,REPAY     ,NULL,780,8/16/21,780,0
119274,8/31/21,REPAY     ,NULL,780,9/16/21,780,0
119274,9/30/21,REPAY     ,NULL,780,10/16/21,780,0
119274,10/31/21,REPAY     ,NULL,780,11/16/21,780,0
119274,11/30/21,REPAY     ,NULL,780,12/16/21,780,0
119274,12/31/21,REPAY     ,NULL,1096.25,1/16/22,1096.25,0
119274,1/31/22,PIF       ,NULL,1096.25,1/16/22,0,0
119275,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119275,10/31/20,DEFER     ,INTERIM,0,3/4/21,0,0
119275,11/30/20,DEFER     ,INTERIM,0,3/4/21,0,0
119275,12/31/20,DEFER     ,INTERIM,0,3/4/21,0,0
119275,1/31/21,REPAY     ,NULL,622.92,3/4/21,622.92,0
119275,2/28/21,REPAY     ,NULL,622.92,3/4/21,622.92,0
119275,3/31/21,REPAY     ,NULL,622.92,3/4/21,622.92,622.92
119275,4/30/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119275,5/31/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119275,6/30/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119275,7/31/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119275,8/31/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119275,9/30/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119275,10/31/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119275,11/30/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119275,12/31/21,DEFER     ,MININCOME,622.92,3/4/22,0,0
119275,1/31/22,DEFER     ,MININCOME,622.92,3/4/22,0,0
119275,2/28/22,REPAY     ,NULL,622.92,3/4/22,622.92,0
119275,3/31/22,REPAY     ,NULL,622.92,3/4/22,622.92,622.92
119275,4/30/22,REPAY     ,NULL,622.92,3/4/22,622.92,1245.84
119276,9/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119276,10/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119276,11/30/20,DEFER     ,INTERIM,0,12/4/21,0,0
119276,12/31/20,DEFER     ,INTERIM,0,12/4/21,0,0
119276,1/31/21,DEFER     ,INTERIM,0,12/4/21,0,0
119276,2/28/21,DEFER     ,INTERIM,0,7/4/21,0,0
119276,3/31/21,DEFER     ,INTERIM,0,7/4/21,0,0
119276,4/30/21,DEFER     ,INTERIM,0,7/4/21,0,0
119276,5/31/21,REPAY     ,NULL,622.92,7/4/21,622.92,0
119276,6/30/21,REPAY     ,NULL,622.92,7/4/21,622.92,0
119276,7/31/21,REPAY     ,NULL,622.92,7/4/21,622.92,622.92
119276,8/31/21,REPAY     ,NULL,622.92,7/4/21,622.92,1245.84
119276,9/30/21,REPAY     ,NULL,622.92,7/4/21,622.92,1868.76
